Molecule ChEMBL ID	Molecule Name	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties	Action Type	Standard Text Value	Value
CHEMBL102346		None	485.54	0	4.79	PDGF_RTK_Inhibitor_III	COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC	Residual Activity	'='	117	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				117
CHEMBL4793380		None	423.48	0	4.34	17d	CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCCN4)cc2)no1	Activity	'='	0	%				UO_0000187					0	CHEMBL4766750	Inhibition of recombinant human DDR2 (467 to end residues) assessed as residual activity at 10 uM using KKSRGDYMTMQIG as substrate incubated for 40 mins in presence of [gamma-33ATP] by scintillation counting based radiometry assay relative to control	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4765237	1	Scientific Literature	Eur J Med Chem	2018	None	Dose = 10.0 microM | TIME = 0.6667 hr	INHIBITOR		0
CHEMBL514499	GW843682X	None	477.46	0	4.8	GW843682X	COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC	Inhibition	'='	7.36	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				7.36
CHEMBL427058	GSK-466317A	None	448.83	0	4.75	GSK466317A	CC1=C(C(=O)Nc2cc(Cl)c3[nH]ncc3c2)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1	Inhibition	'='	1.75	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				1.75
CHEMBL1077739		None	444.88	0	3.71	32	O=C(Nc1ccccc1Cl)c1cnc2ccc(C3CCNCC3)cn12.O=C(O)C(=O)O	Inhibition	'='	102	%				UO_0000187					0	CHEMBL1107594	Inhibition of DDR2 at 5 uM	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1154316	1	Scientific Literature	Bioorg Med Chem Lett	2009	None				102
CHEMBL2218925		None	343.22	0	4.15	VEGF_Receptor_2_Kinase_Inhibitor_II	O=C1Nc2ccc(Br)cc2/C1=C\c1cc2c([nH]1)CCCC2	Residual Activity	'='	110	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				110
CHEMBL2218930		None	473.55	1	5.48	PDGF_RTK_Inhibitor	COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)c4ccccc4C)cc3)c2cc1OC	Residual Activity	'='	26	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				26
CHEMBL235641		None	268.3	0	2.51	PKR_Inhibitor	O=C1Nc2ccc3ncsc3c2/C1=C/c1c[nH]cn1	Residual Activity	'='	113	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				113
CHEMBL2218931		None	376.48	0	1.11	Glycyl_H_1152	Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)C[C@H]3C)c12	Residual Activity	'='	126	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				126
CHEMBL2218932		None	340.59	0	4.85	PKR_Inhibitor_Negative_Control	O=C1Nc2ccc(Cl)cc2/C1=C/c1cc(Cl)c(O)c(Cl)c1	Residual Activity	'='	105	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				105
CHEMBL83980	BOHEMINE	None	340.43	0	2.81	Bohemine	CC(C)n1cnc2c(NCc3ccccc3)nc(NCCCO)nc21	Residual Activity	'='	87	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				87
CHEMBL296586	KENPAULLONE	None	327.18	0	4.09	Kenpaullone	O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1	Residual Activity	'='	89	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				89
CHEMBL103667	DORAMAPIMOD	2	527.67	2	5.99	BIRB-796	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1	IC50	'='	10	nM	8			UO_0000065	15.16	0.28	2.01	9.92	0	CHEMBL3265735	Inhibition of wild type DDR2 (unknown origin) preincubated for 30 mins before substrate addition by FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				0.01
CHEMBL1090479	GSK-1070916	1	507.64	2	5.94	GSK-1070916	CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1	Kd	'='	1271	nM	5.9		Active	UO_0000065	11.61	0.21	-0.04	7.18	0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None	r = 0.94 None			1271
CHEMBL7724	AG1295	None	234.3	0	3.91	Tyrphostin AG-1295	Cc1cc2ncc(-c3ccccc3)nc2cc1C	Residual Activity	'='	102	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				102
CHEMBL1221601		None	555.85	2	5.66	CGK733	O=C(NC(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1	Residual Activity	'='	102	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				102
CHEMBL284861		None	222.27	0	0.66	GSK_3b_Inhibitor_I	Cn1sc(=O)n(Cc2ccccc2)c1=O	Residual Activity	'='	90	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				90
CHEMBL274064	SB-220025	None	338.39	0	2.65	SB-220025	Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1	Residual Activity	'='	73	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				73
CHEMBL2311808		None	461.53	1	5.34	2a	Cc1cn(-c2cccc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)c2)cn1	Kd	'='	320	nM	6.5			UO_0000065	14.07	0.25	1.15	6.65	0	CHEMBL2319224	Binding affinity to human DDR2	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2311368	1	Scientific Literature	Bioorg Med Chem Lett	2013	None				320
CHEMBL1336	SORAFENIB	4	464.83	1	5.55	Sorafenib	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	Kd	'='	6.6	nM	8.18			UO_0000065	17.6	0.35	2.63	8.86	1	CHEMBL1244792	Binding affinity to DDR2	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1240346	1	Scientific Literature	Blood	2009	None				6.6
CHEMBL517666	GW796921X	None	336.44	0	4.15	GW796921X	CCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1	Inhibition	'='	2.57	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				2.57
CHEMBL2218938		None	328.34	0	3.04	ERK_Inhibitor_II_Negative_control	Oc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12	Residual Activity	'='	95	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				95
CHEMBL36450		None	236.27	0	3.71	SC-68376	Cc1nc(-c2ccccc2)c(-c2ccncc2)o1	Residual Activity	'='	36	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				36
CHEMBL5416410		None	506.03	0	3.31	dasatinib	Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O	Kd	'='	3	nM	8.52			UO_0000065	17.46	0.35	5.21	8	0	CHEMBL3265739	Binding affinity to wild type DDR2 (unknown origin) by FLiK assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				0.003
CHEMBL258721		None	473.36	0	4.5	RGB-286147	CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12	Residual Activity	'='	98	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				98
CHEMBL517507	GW782912X	None	362.47	0	4.08	GW782912X	Cc1ccc(C(=O)NC2CCC2)cc1-c1ccc(C(=O)NCC2CC2)cc1	Inhibition	'='	0.33	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				0.33
CHEMBL478980		None	283.33	0	2.46	DNA_PK_Inhibitor_V	O=C(c1ccccc1)c1ccc(N2CCOCC2)cc1O	Residual Activity	'='	93	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				93
CHEMBL71191		None	266.3	0	3.31	Tyrphostin AG-1296	COc1cc2ncc(-c3ccccc3)nc2cc1OC	Residual Activity	'='	92	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				92
CHEMBL379787		None	395.42	0	2.53	IRAK_1_4_Inhibitor	O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1	Residual Activity	'='	112	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				112
CHEMBL7939	CGP-53353	None	365.34	0	4.34	CGP-53353	O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21	Residual Activity	'='	51	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				51
CHEMBL185710		None	230.23	0	1.08	SB-738561	CCn1c(-c2nonc2N)nc2ccncc21	Inhibition	'='	0.08	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				0.08
CHEMBL271843	GW275944X	None	330.37	0	1.41	GW275944X	Cc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2	Inhibition	'='	-0.71	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				-0.71
CHEMBL1336	SORAFENIB	4	464.83	1	5.55	sorafenib	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	Kd	'='	7	nM	8.15			UO_0000065	17.54	0.35	2.6	8.83	0	CHEMBL3265739	Binding affinity to wild type DDR2 (unknown origin) by FLiK assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				0.007
CHEMBL10	SB-203580	None	377.44	0	4.68	SB-203580	C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1	Residual Activity	'='	46	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				46
CHEMBL17331	PD-169316	None	360.35	0	4.85	PD-169316	O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1	Residual Activity	'='	52	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				52
CHEMBL318892		None	428.52	1	5.16	SB-236687	CN1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(Nc3ccccc3)n2)CC1	Inhibition	'='	0.85	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				0.85
CHEMBL205158	GW695874X	None	427.51	0	3.91	GW695874X	c1ccc(-c2n[nH]cc2-c2ccnc(-c3ccc(OCCN4CCOCC4)cc3)c2)nc1	Inhibition	'='	7.59	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				7.59
CHEMBL160876		None	377.18	0	3.17	SB-360741	O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(Cl)c(C(=O)O)c1	Inhibition	'='	2.46	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				2.46
CHEMBL2336015		None	546.6	1	4.71	17	CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccnn2c1	Kd	'='	0.6	nM	9.22			UO_0000065	16.87	0.31	4.51	14.02	0	CHEMBL3424171	Binding affinity to DDR2 (unknown origin) by active-site dependent competition binding assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3421602	1	Scientific Literature	J Med Chem	2015	None				0.6
CHEMBL4778587		None	544.7	1	4.37	12	CCCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2N)cc1	IC50	'='	5250	nM	5.28			UO_0000065	9.69	0.18	0.91	4.03	0	CHEMBL5054159	Inhibition of DDR2 (unknown origin) expressed in HEK293T cells using NanoBRET NanoGlo substrate incubated for 2 hrs by NanoBRET assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HEK293T	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL5053509	1	Scientific Literature	J Med Chem	2021	None	TIME = 2.0 hr	INHIBITOR		5.25
CHEMBL261849	GW632580X	None	366.42	0	2.83	GW2580	COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1	Residual Activity	'='	103	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				103
CHEMBL97771		None	373.41	1	5.18	Src_Inhibitor_I	COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC	Residual Activity	'='	103	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				103
CHEMBL290904		None	284.34	0	3.13	Cdk4_inhibitor_III	Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1	Residual Activity	'='	101	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				101
